Word,e,t,a,o,i,th,he,in,er,an,Frequency,Char_repitions
madam,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003543162279976337,0.6666666666666666
madly,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009377888744151313,0.0
mafia,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0011464128156425649,0.3333333333333333
magic,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.016822318725080658,0.0
magma,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005642064680311223,0.6666666666666666
maize,0.3333333333333333,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0020682395326940156,0.0
major,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.07063128488719922,0.0
maker,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.004775499049087225,0.0
mambo,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00010086724972368244,0.3333333333333333
mamma,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001990612019679157,1.0
mammy,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043029900808049036,0.6666666666666666
manga,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0004472800265524908,0.3333333333333333
mange,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.000313372566601859,0.0
mango,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0011075990591351353,0.0
mangy,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00014113652210014059,0.0
mania,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0010154163874299903,0.3333333333333333
manic,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0008601613614002723,0.0
manly,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0015005883437728593,0.0
manor,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0023641944260631657,0.0
maple,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002136163606582017,0.0
march,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04074129617278409,0.0
marry,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013329080639412004,0.3333333333333333
marsh,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002956104212801466,0.0
mason,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.005808915316097536,0.0
masse,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005545030289042649,0.3333333333333333
match,0.0,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01677380152944637,0.0
matey,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.526108582745277e-05,0.0
mauve,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026194433922951493,0.0
maxim,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0014520711481385722,0.3333333333333333
maybe,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06680812987121741,0.0
mayor,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0066337076418804125,0.0
mealy,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001125113766759113,0.0
meant,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04520487817113849,0.0
meaty,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00037693009288277486,0.0
mecca,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010639335830642772,0.3333333333333333
medal,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002160422204399161,0.0
media,0.3333333333333333,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0536027195634772,0.0
medic,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0005108375528334068,0.0
melee,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000317253942252602,0.6666666666666666
melon,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0005884650658482657,0.0
mercy,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.010321014510086216,0.0
merge,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0019760568609888704,0.3333333333333333
merit,0.3333333333333333,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.004824016244721511,0.0
merry,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0037469345016403425,0.3333333333333333
metal,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025215793569812288,0.0
meter,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.003514051962595765,0.3333333333333333
metro,0.3333333333333333,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0017625812001980084,0.0
micro,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.006197052881171831,0.0
midge,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.000194990609254199,0.0
midst,0.0,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.00808922351090902,0.0
might,0.0,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.22145572061159421,0.0
milky,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0011609679743328509,0.0
mimic,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0017819880784517232,0.6666666666666666
mince,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.00041719936525923295,0.0
miner,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.001224040328657424,0.0
minim,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.593486886699587e-05,0.6666666666666666
minor,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.01400832137829202,0.0
minty,0.0,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.00019353509338517042,0.0
minus,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0025873735259808856,0.0
mirth,0.0,0.3333333333333333,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0009814543504859893,0.0
miser,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.00028377707726494404,0.0
missy,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0009135302765979879,0.3333333333333333
mocha,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00023283402184894278,0.0
modal,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0021749773630894468,0.0
model,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.10952897614307605,0.0
modem,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0005302444310871215,0.3333333333333333
mogul,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00028135121748322966,0.0
moist,0.0,0.3333333333333333,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.002451525378204882,0.0
molar,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0014811814655191445,0.0
moldy,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0001906240616471132,0.0
money,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.08798588576558364,0.0
month,0.0,0.3333333333333333,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.030649719480852423,0.0
moody,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015879192959145755,0.3333333333333333
moose,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010251198265568476,0.3333333333333333
moral,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.03816988480416689,0.0
moron,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00034248288398243116,0.3333333333333333
morph,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00034539391572048836,0.0
mossy,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0004138031615648329,0.3333333333333333
motel,0.3333333333333333,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0016703985284928632,0.0
motif,0.0,0.3333333333333333,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.002155570484835732,0.0
motor,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015609388834223486,0.3333333333333333
motto,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014035539525042854,0.6666666666666666
moult,0.0,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00011396689254493989,0.0
mound,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.002359342706499737,0.0
mount,0.0,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.009496222184303339,0.0
mourn,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0012288920482208525,0.0
mouse,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.007070362402588995,0.0
mouth,0.0,0.3333333333333333,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.057426844923371696,0.0
mover,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0006418339810459813,0.0
movie,0.3333333333333333,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.01226170233545769,0.0
mower,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0003274425533358022,0.0
mucky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.496452495431015e-05,0.0
mucus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009183819961614165,0.3333333333333333
muddy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022040876804700193,0.3333333333333333
mulch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003342349607246024,0.0
mummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017771363588882944,0.6666666666666666
munch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033132392898654515,0.0
mural,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008504579222734149,0.0
murky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008892716787808444,0.0
mushy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002648553709675721,0.0
music,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.057928027554273884,0.0
musky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026339985509854356,0.0
musty,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005642064680311223,0.0
myrrh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028620293704665836,0.3333333333333333
nadir,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.00038760387592231795,0.0
naive,0.3333333333333333,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0018062466762688665,0.0
nanny,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0013647401959968558,0.6666666666666666
nasal,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003247207386607187,0.3333333333333333
nasty,0.0,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032763177039877595,0.0
natal,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010299715461202764,0.3333333333333333
naval,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00697332801132042,0.3333333333333333
navel,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006078719441019805,0.0
needy,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016995088458734355,0.3333333333333333
neigh,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.00013968100623111196,0.0
nerdy,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.00014598824166356928,0.0
nerve,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.013280563443777716,0.3333333333333333
never,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2279361624324659,0.3333333333333333
newer,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0026989630759397453,0.3333333333333333
newly,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011145806835869094,0.0
nicer,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0008601613614002723,0.0
niche,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.002373897865190023,0.0
niece,0.6666666666666666,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.002732925112883746,0.3333333333333333
night,0.0,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.12631883686427736,0.0
ninja,0.0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0004210807409099759,0.3333333333333333
ninny,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,6.88459006050531e-05,0.6666666666666666
ninth,0.0,0.3333333333333333,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.004008927358065492,0.3333333333333333
noble,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.010612117683891937,0.0
nobly,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0004157438493902044,0.0
noise,0.3333333333333333,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.021674038288509348,0.0
noisy,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.002825107784588891,0.0
nomad,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00034733460354585986,0.0
noose,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005884650658482657,0.3333333333333333
north,0.0,0.3333333333333333,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.06300583724935835,0.0
nosey,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00012415550362814015,0.0
notch,0.0,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0018159501153957238,0.0
novel,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.024973207591640855,0.0
nudge,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008698648005271296,0.0
nurse,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014493493334634887,0.0
nutty,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032356117768505925,0.3333333333333333
nylon,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0008601613614002723,0.3333333333333333
nymph,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006612408592996961,0.0
oaken,0.3333333333333333,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0001891685457780846,0.0
obese,0.6666666666666666,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.001733470882817436,0.3333333333333333
occur,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.029485306785629536,0.3333333333333333
ocean,0.3333333333333333,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.01585197481239492,0.0
octal,0.0,0.3333333333333333,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,5.380556995842416e-05,0.0
octet,0.3333333333333333,0.6666666666666666,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00014598824166356928,0.3333333333333333
odder,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,6.593486886699587e-05,0.3333333333333333
oddly,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0023156772304288786,0.3333333333333333
offal,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0001576323686157981,0.3333333333333333
offer,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.04122646812912697,0.3333333333333333
often,0.3333333333333333,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.15436759800437133,0.0
olden,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0003905149076603752,0.0
older,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.034191474762155366,0.0
olive,0.3333333333333333,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.007652568750200438,0.0
ombre,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,7.17569323431103e-05,0.0
omega,0.3333333333333333,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.001704360565436864,0.0
onion,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0042466616166734975,0.6666666666666666
onset,0.3333333333333333,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.007312948380760429,0.0
opera,0.3333333333333333,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.005954466903000396,0.0
opine,0.3333333333333333,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,8.340105929533916e-05,0.0
opium,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0017189157241271503,0.0
optic,0.0,0.3333333333333333,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0024224150608243102,0.0
orbit,0.0,0.3333333333333333,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0037420827820769135,0.0
order,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.1490345878602505,0.3333333333333333
organ,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.007943671924006157,0.0
other,0.3333333333333333,0.3333333333333333,0.0,0.5,0.0,1.0,1.0,0.0,1.0,0.0,0.6187431436105595,0.0
otter,0.3333333333333333,0.6666666666666666,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0006709442984265535,0.3333333333333333
ought,0.0,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.018568937767914986,0.0
ounce,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0024466736586414533,0.0
outdo,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019935715686128483,0.3333333333333333
outer,0.3333333333333333,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.011048772444600518,0.0
outgo,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.520165323314467e-06,0.3333333333333333
ovary,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0009183819961614165,0.0
ovate,0.3333333333333333,0.3333333333333333,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00015423616492139802,0.0
overt,0.3333333333333333,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0024030081825705952,0.0
ovine,0.3333333333333333,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,7.078658843042457e-05,0.0
ovoid,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.000194990609254199,0.3333333333333333
owing,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.005226708968486093,0.0
owner,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0174045250726921,0.0
oxide,0.3333333333333333,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.005469294946657527,0.0
ozone,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018159501153957238,0.3333333333333333
paddy,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012871126829819969,0.3333333333333333
pagan,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0027183699541934603,0.3333333333333333
paint,0.0,0.3333333333333333,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.009011050227960471,0.0
paler,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0007146097744974117,0.0
palsy,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011173024982619928,0.0
panel,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.012504288313629127,0.0
panic,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.009011050227960471,0.0
pansy,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0002934805163918014,0.0
papal,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018402087132128673,0.6666666666666666
paper,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05921179255075711,0.3333333333333333
parer,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.8921706297371884e-06,0.3333333333333333
parka,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022118989489671391,0.3333333333333333
parry,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009668991917957036,0.3333333333333333
parse,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004040997224379755,0.0
party,0.0,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08551684567975477,0.0
pasta,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024272667803877388,0.3333333333333333
paste,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003174431593155757,0.0
pasty,0.0,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024884469640825747,0.0
patch,0.0,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005517812142291813,0.0
patio,0.0,0.3333333333333333,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0015976227350414328,0.0
patsy,0.0,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007049063353705543,0.0
patty,0.0,0.6666666666666666,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016073261741682903,0.3333333333333333
pause,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009059567423594758,0.0
payee,0.6666666666666666,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003041542994313445,0.3333333333333333
payer,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0005108375528334068,0.0
peace,0.6666666666666666,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042293846433081275,0.3333333333333333
peach,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016412882111122911,0.0
pearl,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004838571403411798,0.0
pecan,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00036722665375591747,0.0
pedal,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010493784243739911,0.0
penal,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00212646016745516,0.0
pence,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007388683723145551,0.3333333333333333
penne,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.776760690242499e-05,0.6666666666666666
penny,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004984122990314658,0.3333333333333333
perch,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.001219188609093995,0.0
peril,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0019032810675374404,0.0
perky,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.00026242951118585775,0.0
pesky,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002391412572814001,0.0
pesto,0.3333333333333333,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.000431754523949519,0.0
petal,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000505985833269978,0.0
petty,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003281169423551188,0.3333333333333333
phase,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03705398930457829,0.0
